206,259
206,259
206,259
206,259
206,259
206,259
205,258
204,256
203,254
202,253
202,252
202,252
202,252
202,251
202,251
202,251
202,250
202,249
202,249
202,249
202,248
202,248
202,247
202,247
202,246
202,245
202,245
202,244
202,243
202,243
202,242
202,242
202,241
202,239
202,239
202,238
202,238
202,238
202,237
202,236
202,236
202,235
202,235
202,234
202,233
202,233
202,233
202,232
202,231
202,230
202,230
202,229
203,229
203,227
203,227
203,226
203,224
203,224
203,223
203,223
203,222
203,221
203,221
204,220
204,220
204,219
204,218
204,216
204,216
204,215
204,214
204,214
204,213
204,212
205,211
205,210
205,210
205,209
205,209
205,208
205,206
206,205
206,205
206,203
206,203
206,202
207,201
207,201
207,200
207,199
207,198
207,198
207,197
207,196
208,195
208,194
209,190
210,189
211,186
211,185
211,184
213,180
213,179
214,177
215,174
216,173
216,172
216,172
217,171
217,170
218,168
219,167
219,166
220,165
220,164
221,163
221,162
222,162
222,161
223,160
224,159
225,158
226,155
226,155
227,154
228,153
228,153
228,152
229,152
230,150
230,149
233,146
233,146
233,145
234,145
234,144
235,143
236,142
237,141
238,140
239,139
240,138
241,137
241,136
242,135
243,135
243,134
246,132
247,131
248,130
248,130
249,129
250,128
251,128
251,127
256,124
256,123
257,123
258,122
259,121
260,120
262,119
263,118
264,118
265,117
266,116
266,116
267,115
268,115
271,113
272,112
273,112
274,111
275,111
276,110
277,110
280,108
281,108
283,107
284,107
285,106
286,106
287,105
288,105
291,104
292,103
294,103
294,102
296,102
297,101
300,100
301,100
303,100
304,99
305,99
308,98
311,97
312,97
313,97
314,97
316,96
320,95
321,94
324,94
324,94
325,94
327,93
328,93
332,92
333,92
334,92
335,92
337,92
340,91
342,91
342,91
344,91
344,91
346,91
348,91
349,91
352,91
354,90
355,90
356,90
357,90
362,90
364,90
365,90
366,90
368,90
370,90
372,90
374,91
376,91
376,91
378,91
378,91
381,91
384,92
385,92
386,92
388,92
389,93
391,93
393,93
394,94
396,94
398,94
399,94
401,95
404,96
406,96
407,97
408,97
409,97
411,98
414,99
416,100
417,100
419,101
420,102
421,102
425,104
426,105
428,106
430,106
432,108
435,109
437,110
438,111
441,113
445,117
447,118
448,119
449,121
451,122
452,124
454,126
456,129
458,132
460,135
461,137
463,140
464,142
464,144
466,148
467,150
467,152
468,153
469,156
470,160
471,162
471,166
472,172
472,174
472,177
473,182
473,184
472,190
472,192
472,195
471,200
471,202
471,204
470,206
468,213
467,215
465,218
465,219
463,222
463,223
462,223
462,223
462,224
461,224
460,226
459,227
459,227
458,228
458,228
457,229
456,230
456,230
453,232
450,234
449,234
448,235
446,236
444,236
443,236
441,236
440,237
439,237
438,237
436,237
433,237
430,237
427,237
426,237
423,237
422,238
418,238
415,238
413,238
408,237
405,237
404,237
400,236
395,236
393,236
387,235
381,235
378,235
376,235
375,235
373,234
371,234
370,234
369,234
367,234
365,233
361,233
359,232
357,232
355,232
354,232
349,231
347,231
338,231
336,231
336,231
334,231
332,231
330,231
325,230
324,230
321,230
318,230
315,230
311,230
310,230
306,231
303,231
299,231
297,231
291,232
290,233
285,234
281,234
280,235
278,235
274,236
272,237
269,238
268,238
263,240
261,240
260,241
258,242
256,243
255,244
254,245
252,246
251,247
246,250
244,252
243,252
242,253
241,255
239,256
238,258
236,259
234,261
233,263
231,265
230,267
230,268
230,269
228,272
228,274
227,275
227,276
227,277
227,281
227,282
227,284
228,285
228,286
229,288
229,289
230,290
231,292
231,293
232,293
234,295
235,296
236,298
238,299
239,300
241,301
243,302
245,303
249,305
251,306
253,306
255,307
256,307
262,309
267,310
268,310
271,311
274,311
276,311
285,313
288,313
288,313
291,313
296,314
299,314
302,314
307,315
311,315
316,315
318,315
323,315
327,315
333,315
338,316
340,316
351,317
357,317
361,317
368,317
374,318
376,318
381,319
387,319
391,320
395,320
405,321
409,321
415,322
422,323
426,324
434,325
440,327
443,327
445,328
461,334
465,337
465,337
